crime_rate,crowd_density,time_of_day,weather_condition,longitude,latitude,location_type,city,place
844,196,morning,Rainy,75.2717,15.2551,Rural,Kolkata,Charminar
841,384,night,Rainy,91.8359,13.2209,Suburban,Ahmedabad,Juhu Beach
1879,163,morning,Foggy,79.0723,30.8385,Rural,Chennai,Charminar
1152,186,night,Clear,76.8312,12.5966,Urban,Hyderabad,Juhu Beach
368,381,night,Sunny,70.679,27.7936,Urban,Delhi,Marine Drive
1296,164,evening,Cloudy,88.1466,23.9624,Rural,Kolkata,Park Street
1268,71,evening,Rainy,91.0694,30.1863,Urban,Chennai,MG Road
1186,370,night,Foggy,87.6383,28.8684,Suburban,Kolkata,Juhu Beach
1874,249,evening,Clear,80.6324,27.2855,Rural,Ahmedabad,Connaught Place
1677,178,afternoon,Foggy,85.5736,24.7918,Suburban,Delhi,Charminar
1489,304,afternoon,Clear,90.0872,35.2581,Rural,Bengaluru,Park Street
1051,103,afternoon,Rainy,68.0942,29.2989,Suburban,Mumbai,Charminar
139,184,night,Foggy,75.8546,14.3959,Urban,Chennai,Park Street
1509,482,morning,Sunny,69.5856,24.0285,Urban,Kolkata,Charminar
1768,89,afternoon,Foggy,90.5106,14.2448,Rural,Bengaluru,Connaught Place
575,429,evening,Clear,88.4602,11.145,Urban,Chennai,Connaught Place
1765,56,afternoon,Sunny,81.7707,12.2593,Urban,Mumbai,Juhu Beach
56,127,night,Foggy,72.0588,9.148,Suburban,Bengaluru,MG Road
1212,271,night,Sunny,68.2822,11.804,Rural,Mumbai,Charminar
1074,266,night,Clear,82.0318,11.1513,Rural,Delhi,Juhu Beach
481,379,night,Cloudy,86.067,31.9503,Urban,Ahmedabad,Park Street
455,185,afternoon,Cloudy,92.3199,30.4444,Urban,Ahmedabad,Connaught Place
1624,314,evening,Foggy,89.7965,15.4419,Rural,Kolkata,MG Road
380,53,evening,Sunny,93.5038,27.7449,Urban,Chennai,MG Road
1001,288,evening,Rainy,88.9654,19.5711,Suburban,Chennai,Marine Drive
1617,24,evening,Cloudy,71.0594,16.3563,Urban,Pune,Charminar
1572,482,afternoon,Rainy,72.2918,24.3803,Suburban,Chennai,Park Street
144,276,afternoon,Clear,85.0456,28.3143,Rural,Kolkata,MG Road
179,473,evening,Foggy,73.0444,23.3488,Rural,Pune,Connaught Place
530,434,night,Foggy,95.0605,13.2976,Urban,Bengaluru,Charminar
97,262,night,Sunny,69.3121,30.5476,Suburban,Bengaluru,Park Street
120,461,night,Clear,83.3695,19.9987,Urban,Bengaluru,Juhu Beach
389,309,evening,Rainy,76.0363,36.7512,Urban,Ahmedabad,Juhu Beach
1697,262,afternoon,Rainy,86.516,34.0,Urban,Kolkata,Park Street
633,187,morning,Rainy,71.1514,8.604,Suburban,Bengaluru,Juhu Beach
986,356,night,Cloudy,79.9235,28.3618,Urban,Kolkata,Charminar
917,18,night,Foggy,89.8192,9.1274,Urban,Bengaluru,Juhu Beach
779,278,morning,Clear,83.1615,17.3014,Rural,Bengaluru,MG Road
171,296,afternoon,Foggy,89.8157,16.097,Urban,Mumbai,MG Road
1768,280,afternoon,Sunny,81.8928,13.688,Suburban,Hyderabad,Charminar
1601,414,night,Foggy,87.2266,23.533,Suburban,Hyderabad,Marine Drive
520,266,night,Rainy,68.9866,21.3017,Urban,Ahmedabad,Marine Drive
194,372,afternoon,Foggy,78.4492,20.6073,Suburban,Ahmedabad,MG Road
604,472,morning,Clear,96.2623,22.2518,Urban,Mumbai,Juhu Beach
231,343,afternoon,Clear,86.6326,20.804,Urban,Hyderabad,Marine Drive
1090,35,morning,Cloudy,83.1259,27.1563,Rural,Ahmedabad,Charminar
257,198,morning,Sunny,73.1855,36.9207,Suburban,Bengaluru,Connaught Place
665,452,evening,Sunny,82.5789,24.7893,Urban,Delhi,Connaught Place
1146,343,afternoon,Sunny,74.9235,23.4997,Urban,Ahmedabad,Park Street
1265,465,afternoon,Cloudy,87.9999,33.0056,Urban,Bengaluru,Connaught Place
516,273,afternoon,Foggy,83.0007,24.1257,Urban,Bengaluru,MG Road
1327,176,evening,Rainy,68.2503,20.61,Suburban,Kolkata,Park Street
986,13,night,Rainy,82.098,17.8088,Suburban,Mumbai,Marine Drive
1696,258,evening,Clear,82.831,18.8332,Rural,Kolkata,Charminar
638,8,afternoon,Rainy,71.6292,31.0177,Suburban,Delhi,Juhu Beach
753,176,evening,Sunny,93.6625,18.672,Urban,Chennai,Marine Drive
1899,66,night,Cloudy,76.2966,32.3555,Urban,Bengaluru,Charminar
433,395,afternoon,Clear,80.9423,13.4084,Suburban,Hyderabad,Charminar
348,194,night,Rainy,90.4443,27.2958,Rural,Kolkata,Juhu Beach
862,432,afternoon,Clear,95.5993,25.7278,Urban,Mumbai,Charminar
837,388,night,Sunny,83.042,28.7661,Rural,Hyderabad,Connaught Place
271,375,afternoon,Cloudy,69.0097,30.7803,Rural,Mumbai,Connaught Place
339,153,morning,Foggy,74.8123,12.2345,Urban,Kolkata,Marine Drive
580,139,evening,Clear,87.7591,33.1961,Suburban,Mumbai,Charminar
1671,64,night,Rainy,95.6951,30.6696,Urban,Chennai,MG Road
1856,7,night,Clear,77.6277,27.4868,Rural,Bengaluru,Charminar
855,400,night,Cloudy,77.9604,36.7687,Urban,Kolkata,Park Street
252,96,evening,Sunny,81.7308,33.9844,Urban,Chennai,Charminar
809,380,afternoon,Cloudy,86.3007,11.6935,Rural,Kolkata,Marine Drive
1373,469,evening,Clear,78.1529,34.7206,Suburban,Kolkata,Juhu Beach
407,117,morning,Rainy,81.3857,21.0367,Suburban,Ahmedabad,Connaught Place
1751,56,afternoon,Rainy,73.8396,16.874,Suburban,Chennai,MG Road
1990,321,afternoon,Clear,79.2066,16.7894,Suburban,Chennai,MG Road
192,287,morning,Foggy,81.6654,36.3154,Urban,Ahmedabad,Park Street
1705,399,evening,Clear,73.345,15.1958,Rural,Hyderabad,Connaught Place
1686,150,morning,Rainy,95.5673,34.2287,Urban,Kolkata,Marine Drive
73,335,morning,Rainy,83.9324,9.0556,Suburban,Mumbai,Connaught Place
1686,292,night,Rainy,75.3049,13.2987,Suburban,Delhi,Connaught Place
996,111,night,Clear,76.0813,30.0056,Suburban,Ahmedabad,Charminar
1712,279,night,Cloudy,70.5436,21.9351,Urban,Ahmedabad,Marine Drive
1668,295,afternoon,Foggy,70.9888,21.9384,Rural,Delhi,Juhu Beach
138,123,night,Foggy,94.166,29.5641,Urban,Bengaluru,Park Street
992,20,night,Sunny,82.2374,12.8515,Suburban,Bengaluru,Marine Drive
820,328,evening,Clear,86.294,34.1142,Rural,Delhi,Park Street
109,394,morning,Cloudy,69.8584,12.8355,Suburban,Pune,Charminar
1452,306,afternoon,Sunny,78.6785,27.4441,Rural,Bengaluru,Connaught Place
816,215,afternoon,Sunny,95.5547,25.5189,Rural,Pune,MG Road
1909,57,afternoon,Clear,76.0571,18.8019,Rural,Mumbai,Marine Drive
1417,27,afternoon,Rainy,73.8476,24.074,Suburban,Delhi,Marine Drive
388,136,night,Foggy,94.1796,29.1824,Urban,Delhi,Marine Drive
436,39,evening,Sunny,73.1666,24.073,Urban,Mumbai,MG Road
600,374,afternoon,Rainy,78.0544,14.8494,Urban,Chennai,MG Road
501,365,evening,Cloudy,88.0899,8.0858,Rural,Kolkata,Juhu Beach
1892,353,night,Rainy,82.3494,15.9764,Urban,Ahmedabad,Charminar
1026,126,night,Sunny,83.7035,34.0155,Rural,Mumbai,MG Road
1881,37,morning,Sunny,95.731,21.1018,Urban,Hyderabad,MG Road
1638,48,afternoon,Foggy,86.6788,16.5947,Rural,Hyderabad,Charminar
1907,277,morning,Sunny,92.0136,36.5571,Suburban,Kolkata,Juhu Beach
1628,152,morning,Clear,83.1205,26.7981,Urban,Delhi,Juhu Beach
288,325,night,Clear,76.5673,36.0604,Suburban,Pune,Connaught Place
289,267,afternoon,Cloudy,79.7064,20.3716,Rural,Bengaluru,Marine Drive
1610,184,afternoon,Rainy,70.7441,28.0818,Suburban,Ahmedabad,Charminar
151,323,morning,Rainy,89.5927,32.3787,Urban,Mumbai,Charminar
848,135,evening,Foggy,79.8228,22.3317,Suburban,Bengaluru,Juhu Beach
1483,442,afternoon,Cloudy,78.6039,10.2158,Urban,Mumbai,Charminar
766,387,afternoon,Sunny,83.6246,36.4551,Suburban,Kolkata,MG Road
1404,82,afternoon,Foggy,89.1797,31.4551,Suburban,Hyderabad,Juhu Beach
689,97,morning,Cloudy,88.1427,34.2139,Rural,Ahmedabad,Marine Drive
231,71,night,Sunny,72.8681,11.9283,Rural,Pune,Charminar
1786,411,evening,Sunny,89.624,22.1228,Rural,Mumbai,Park Street
552,82,night,Rainy,69.6073,28.3668,Rural,Chennai,Connaught Place
23,462,night,Sunny,85.3098,21.7402,Rural,Mumbai,Park Street
292,360,afternoon,Clear,86.2583,15.0891,Urban,Bengaluru,Park Street
91,8,night,Rainy,92.9947,22.5823,Rural,Ahmedabad,Park Street
81,23,evening,Cloudy,68.1865,30.3229,Rural,Mumbai,MG Road
129,187,morning,Foggy,96.9759,24.292,Urban,Kolkata,Park Street
1460,173,morning,Rainy,78.3546,23.0361,Urban,Delhi,Connaught Place
245,368,evening,Cloudy,77.1939,29.4588,Urban,Kolkata,Connaught Place
251,15,morning,Clear,84.9456,33.4893,Urban,Mumbai,Marine Drive
1413,447,evening,Cloudy,77.9996,31.5963,Urban,Chennai,MG Road
1493,350,morning,Rainy,78.0912,13.2969,Suburban,Kolkata,Juhu Beach
6,404,night,Rainy,91.9095,11.9693,Urban,Kolkata,Juhu Beach
843,132,evening,Clear,70.1756,8.2289,Rural,Pune,Park Street
6,363,night,Rainy,74.3733,27.3848,Suburban,Pune,Juhu Beach
376,139,morning,Clear,94.8761,11.9475,Urban,Chennai,Connaught Place
916,330,afternoon,Foggy,72.2137,22.5761,Suburban,Pune,Connaught Place
844,129,morning,Foggy,85.1267,30.6415,Suburban,Hyderabad,Juhu Beach
778,100,evening,Cloudy,95.6167,16.439,Urban,Hyderabad,Marine Drive
1094,352,night,Clear,92.6434,26.1172,Urban,Bengaluru,Marine Drive
1833,174,evening,Cloudy,69.8137,31.9567,Rural,Pune,Juhu Beach
406,205,evening,Sunny,75.7312,17.9175,Rural,Delhi,MG Road
1794,122,afternoon,Cloudy,68.6567,33.6808,Urban,Mumbai,Connaught Place
822,190,evening,Clear,77.4624,24.083,Suburban,Chennai,Charminar
1069,272,evening,Clear,93.68,31.7647,Suburban,Hyderabad,Park Street
1426,139,evening,Clear,78.1422,33.7974,Rural,Kolkata,Connaught Place
552,335,morning,Cloudy,74.9342,10.5885,Rural,Bengaluru,Marine Drive
966,447,afternoon,Rainy,88.8412,20.9607,Suburban,Delhi,MG Road
1235,478,morning,Foggy,78.2845,26.7535,Rural,Mumbai,Charminar
900,292,afternoon,Rainy,96.2325,26.5682,Urban,Bengaluru,Marine Drive
1846,474,afternoon,Rainy,86.4306,23.1366,Urban,Mumbai,Charminar
571,360,afternoon,Clear,74.6653,16.3377,Rural,Bengaluru,Connaught Place
688,194,evening,Clear,71.0163,9.3578,Suburban,Mumbai,MG Road
1573,33,evening,Cloudy,75.2835,28.4206,Rural,Ahmedabad,Marine Drive
1382,452,morning,Rainy,69.5137,35.0878,Rural,Ahmedabad,Connaught Place
1912,155,morning,Cloudy,88.8594,31.321,Rural,Mumbai,Juhu Beach
945,67,evening,Clear,74.0506,35.6625,Urban,Kolkata,Juhu Beach
64,229,afternoon,Foggy,72.8749,27.7888,Rural,Delhi,Park Street
1386,75,morning,Foggy,95.8185,34.6148,Urban,Hyderabad,Connaught Place
1848,11,evening,Clear,81.5489,15.5008,Rural,Bengaluru,MG Road
1799,81,evening,Rainy,93.8588,16.9131,Suburban,Delhi,Juhu Beach
84,411,evening,Rainy,81.1634,28.8333,Rural,Pune,Park Street
263,185,night,Foggy,83.7171,29.9922,Suburban,Delhi,Juhu Beach
1341,481,night,Cloudy,85.8812,19.4463,Rural,Bengaluru,Juhu Beach
1675,287,afternoon,Sunny,75.4164,11.6486,Rural,Chennai,MG Road
231,185,night,Foggy,90.9961,11.2134,Urban,Delhi,Park Street
1084,55,morning,Sunny,82.7452,34.4597,Rural,Chennai,Juhu Beach
1452,454,night,Sunny,94.0324,34.8858,Suburban,Delhi,Juhu Beach
1151,472,morning,Rainy,75.6751,13.6953,Rural,Bengaluru,Park Street
384,53,night,Clear,87.0713,33.5145,Rural,Bengaluru,Charminar
1472,401,evening,Rainy,93.0172,26.2731,Suburban,Hyderabad,Connaught Place
156,309,afternoon,Rainy,89.0515,9.2749,Suburban,Bengaluru,Marine Drive
201,347,afternoon,Rainy,79.8125,31.3908,Suburban,Ahmedabad,Connaught Place
1598,137,afternoon,Sunny,92.8257,17.3277,Suburban,Pune,Park Street
1998,207,evening,Clear,82.7155,10.6188,Urban,Bengaluru,Juhu Beach
1603,451,night,Foggy,83.2558,14.3846,Suburban,Chennai,Juhu Beach
1986,252,afternoon,Foggy,73.1152,34.499,Urban,Kolkata,Marine Drive
1184,118,morning,Rainy,68.6773,36.1005,Rural,Bengaluru,Connaught Place
1475,478,night,Sunny,93.5406,14.667,Urban,Hyderabad,MG Road
1067,226,morning,Sunny,85.6548,13.4927,Urban,Chennai,MG Road
1353,388,night,Clear,79.8761,18.5015,Suburban,Hyderabad,Park Street
81,476,night,Clear,81.1997,17.234,Rural,Delhi,Connaught Place
1479,94,evening,Cloudy,95.5344,8.5503,Rural,Bengaluru,MG Road
1361,465,evening,Foggy,95.1441,13.0666,Urban,Kolkata,Park Street
1236,492,night,Sunny,90.5549,21.6433,Suburban,Delhi,Park Street
1328,11,afternoon,Clear,91.1517,24.4522,Urban,Bengaluru,Charminar
1409,28,afternoon,Foggy,94.4054,8.5946,Suburban,Hyderabad,MG Road
1642,335,afternoon,Clear,83.1946,22.9819,Urban,Bengaluru,MG Road
601,196,night,Rainy,88.1145,23.2905,Urban,Ahmedabad,MG Road
387,84,afternoon,Clear,72.0647,32.8606,Rural,Chennai,MG Road
1557,336,evening,Foggy,90.2606,25.9664,Rural,Delhi,MG Road
372,108,evening,Clear,79.0777,10.6999,Suburban,Kolkata,Charminar
1689,470,afternoon,Clear,75.9915,34.0165,Urban,Kolkata,Juhu Beach
1612,133,night,Sunny,70.9682,30.9272,Suburban,Chennai,Juhu Beach
273,291,evening,Sunny,80.5753,28.2401,Rural,Ahmedabad,Park Street
777,121,morning,Sunny,81.2235,17.837,Suburban,Chennai,MG Road
293,7,afternoon,Sunny,81.9939,21.1611,Suburban,Bengaluru,Charminar
619,8,morning,Sunny,69.6989,24.3825,Suburban,Delhi,Juhu Beach
1344,53,night,Clear,69.4836,11.9745,Rural,Ahmedabad,Marine Drive
534,10,night,Foggy,88.8367,30.474,Suburban,Bengaluru,Connaught Place
1397,128,morning,Rainy,88.4134,11.9767,Rural,Hyderabad,Charminar
1646,39,evening,Rainy,81.7144,18.7289,Suburban,Delhi,MG Road
94,324,evening,Clear,68.232,24.642,Rural,Mumbai,Park Street
730,500,night,Sunny,93.0685,32.9634,Rural,Chennai,Marine Drive
1988,202,morning,Foggy,78.7318,28.2087,Rural,Mumbai,MG Road
1461,37,night,Cloudy,90.392,35.2006,Rural,Pune,MG Road
1217,25,evening,Rainy,95.0763,18.1113,Suburban,Kolkata,Juhu Beach
1769,222,night,Foggy,69.0934,16.8378,Suburban,Pune,MG Road
1675,454,afternoon,Clear,78.6875,26.3863,Suburban,Kolkata,Charminar
1042,252,afternoon,Cloudy,77.4524,23.7526,Rural,Hyderabad,Park Street
658,423,morning,Foggy,77.5178,30.1728,Suburban,Chennai,Park Street
1423,392,evening,Cloudy,78.2623,30.2372,Suburban,Bengaluru,Juhu Beach
1862,251,night,Clear,85.7199,29.0014,Suburban,Ahmedabad,Juhu Beach
276,426,night,Foggy,95.5017,26.9678,Rural,Kolkata,Park Street
802,16,morning,Clear,95.595,35.6812,Rural,Ahmedabad,MG Road
1517,100,afternoon,Sunny,82.3436,18.5153,Rural,Kolkata,Marine Drive
1637,437,morning,Rainy,71.1385,32.5485,Rural,Ahmedabad,Connaught Place
285,332,morning,Sunny,94.0317,14.7222,Urban,Kolkata,MG Road
937,174,evening,Cloudy,84.6017,12.1535,Urban,Pune,Park Street
390,320,night,Clear,76.6553,13.1789,Rural,Ahmedabad,Park Street
352,183,night,Rainy,73.7535,28.3567,Rural,Bengaluru,Charminar
1104,121,afternoon,Clear,77.7128,35.2922,Urban,Delhi,Park Street
401,422,night,Cloudy,96.531,33.1961,Urban,Ahmedabad,Park Street
1903,387,night,Cloudy,91.5183,34.8143,Urban,Delhi,Juhu Beach
902,166,morning,Rainy,90.302,32.1533,Suburban,Kolkata,Charminar
474,440,night,Rainy,87.3008,25.0774,Suburban,Hyderabad,MG Road
49,58,night,Cloudy,90.8014,12.8161,Suburban,Mumbai,MG Road
943,490,morning,Cloudy,83.9287,14.5851,Urban,Ahmedabad,Juhu Beach
280,247,evening,Rainy,78.4575,36.3684,Rural,Delhi,Connaught Place
1362,16,night,Foggy,88.8931,19.0805,Rural,Chennai,Park Street
1993,20,night,Clear,87.857,11.8715,Urban,Pune,MG Road
1921,378,morning,Sunny,69.8913,28.5338,Suburban,Hyderabad,Marine Drive
1945,221,evening,Clear,68.8842,20.5424,Suburban,Hyderabad,Park Street
317,494,afternoon,Cloudy,75.173,13.6787,Urban,Kolkata,Marine Drive
452,499,morning,Foggy,72.9297,26.0147,Rural,Mumbai,Marine Drive
1959,360,night,Sunny,90.83,21.1472,Urban,Delhi,Connaught Place
1304,197,night,Rainy,91.3072,35.3788,Suburban,Kolkata,Park Street
26,393,afternoon,Foggy,88.8144,14.7047,Rural,Kolkata,Marine Drive
1897,268,evening,Foggy,94.4602,10.7865,Rural,Ahmedabad,Connaught Place
520,279,afternoon,Foggy,81.6744,28.3753,Urban,Kolkata,MG Road
368,488,night,Foggy,76.5106,25.2865,Suburban,Mumbai,Connaught Place
207,250,night,Clear,82.5467,19.9099,Urban,Mumbai,MG Road
1576,333,night,Rainy,82.3694,33.0276,Urban,Mumbai,Marine Drive
907,32,afternoon,Sunny,86.6373,24.0949,Urban,Hyderabad,Charminar
1237,473,evening,Sunny,82.3755,8.2011,Suburban,Delhi,Charminar
1021,326,afternoon,Sunny,94.4559,31.8473,Urban,Kolkata,Charminar
413,76,evening,Sunny,70.1401,15.896,Rural,Hyderabad,Juhu Beach
1468,446,evening,Clear,80.4123,24.395,Rural,Hyderabad,Juhu Beach
1167,119,evening,Clear,84.6794,26.1311,Urban,Pune,Park Street
1276,449,night,Sunny,76.9669,27.1835,Suburban,Hyderabad,MG Road
1763,149,morning,Rainy,74.746,27.8544,Urban,Bengaluru,Connaught Place
1340,263,night,Sunny,79.1454,28.1653,Rural,Bengaluru,Charminar
243,165,evening,Foggy,78.1602,26.235,Suburban,Chennai,Marine Drive
978,417,night,Clear,82.9634,19.4547,Suburban,Kolkata,Juhu Beach
1712,274,morning,Rainy,94.8761,14.1905,Suburban,Pune,Park Street
917,412,evening,Cloudy,89.663,35.9269,Suburban,Pune,Juhu Beach
161,465,evening,Foggy,71.7647,21.4793,Urban,Mumbai,Marine Drive
1799,309,evening,Rainy,82.1559,28.4082,Rural,Bengaluru,MG Road
1114,144,night,Sunny,78.1532,19.3017,Suburban,Chennai,Park Street
1403,81,morning,Rainy,87.8405,8.0241,Suburban,Ahmedabad,Juhu Beach
1632,170,morning,Sunny,96.5588,14.1407,Suburban,Chennai,Charminar
1475,478,afternoon,Cloudy,93.5801,17.5317,Rural,Ahmedabad,MG Road
1424,470,afternoon,Rainy,75.4519,32.5215,Rural,Chennai,MG Road
530,245,evening,Cloudy,69.2485,16.9167,Suburban,Bengaluru,Park Street
642,382,night,Rainy,88.8177,16.3014,Rural,Pune,Park Street
722,381,morning,Foggy,92.9643,15.6612,Urban,Pune,Park Street
701,129,evening,Clear,83.5241,25.841,Suburban,Ahmedabad,Juhu Beach
400,166,evening,Sunny,93.794,33.5356,Suburban,Hyderabad,Charminar
1535,73,afternoon,Sunny,82.2341,29.2066,Rural,Delhi,Marine Drive
31,248,morning,Sunny,91.6458,21.2394,Urban,Ahmedabad,MG Road
190,237,morning,Clear,72.0365,36.9955,Urban,Pune,MG Road
132,191,afternoon,Rainy,69.1501,13.7292,Urban,Ahmedabad,Park Street
1777,351,afternoon,Clear,85.9317,10.9745,Suburban,Ahmedabad,Connaught Place
1130,292,morning,Clear,80.6809,34.1555,Rural,Mumbai,Juhu Beach
1370,211,afternoon,Cloudy,76.4093,22.7721,Urban,Chennai,Juhu Beach
1221,353,evening,Cloudy,82.0668,8.1514,Rural,Bengaluru,Park Street
1233,72,morning,Rainy,90.6521,11.4762,Urban,Mumbai,Connaught Place
475,183,morning,Clear,78.2671,10.27,Urban,Kolkata,Juhu Beach
1831,37,night,Cloudy,93.1534,36.1339,Urban,Pune,Park Street
1468,178,morning,Foggy,73.5084,16.6804,Rural,Chennai,Connaught Place
795,495,evening,Cloudy,90.2083,31.8802,Rural,Kolkata,Park Street
829,274,afternoon,Rainy,92.6344,23.1686,Suburban,Chennai,Marine Drive
1002,284,afternoon,Sunny,87.2867,15.4333,Rural,Hyderabad,Marine Drive
714,103,evening,Cloudy,76.6191,23.7742,Suburban,Kolkata,Charminar
647,351,evening,Sunny,78.0371,9.4629,Rural,Hyderabad,Marine Drive
170,85,night,Rainy,86.0825,29.3043,Rural,Bengaluru,MG Road
1045,409,morning,Foggy,69.0285,21.4569,Suburban,Pune,Park Street
847,408,night,Clear,78.8024,32.3881,Urban,Pune,MG Road
265,117,morning,Clear,96.9147,15.2191,Suburban,Hyderabad,Charminar
185,153,afternoon,Foggy,84.8924,23.185,Rural,Chennai,Connaught Place
1615,3,evening,Sunny,84.4839,24.8404,Rural,Ahmedabad,MG Road
417,296,morning,Cloudy,68.5783,8.7987,Suburban,Bengaluru,Marine Drive
1471,177,night,Rainy,90.0001,18.0903,Urban,Pune,Park Street
32,188,evening,Clear,92.2507,30.4758,Rural,Ahmedabad,Marine Drive
1277,116,evening,Cloudy,80.2281,10.9708,Rural,Ahmedabad,Juhu Beach
1348,466,night,Rainy,70.2831,36.0584,Rural,Ahmedabad,Marine Drive
1131,496,evening,Rainy,84.7364,15.9958,Suburban,Delhi,Marine Drive
1825,411,evening,Clear,80.6661,24.71,Rural,Pune,Marine Drive
346,468,evening,Rainy,82.4455,36.4905,Rural,Delhi,Park Street
1898,131,morning,Cloudy,91.4184,21.1206,Rural,Delhi,Connaught Place
1927,285,afternoon,Sunny,83.6651,21.934,Suburban,Hyderabad,Park Street
471,378,night,Foggy,70.9894,8.8857,Urban,Delhi,Park Street
1785,76,afternoon,Clear,96.6075,15.1372,Rural,Hyderabad,Connaught Place
1724,6,evening,Cloudy,77.4327,11.3695,Urban,Bengaluru,Marine Drive
795,116,afternoon,Cloudy,68.1757,18.7614,Rural,Kolkata,Juhu Beach
973,372,afternoon,Cloudy,86.3942,29.2902,Suburban,Delhi,Park Street
439,57,afternoon,Clear,90.4908,9.2386,Suburban,Ahmedabad,Juhu Beach
1687,488,night,Cloudy,83.1446,25.1666,Urban,Mumbai,Charminar
919,107,afternoon,Sunny,88.7817,14.5207,Rural,Delhi,Marine Drive
6,288,night,Sunny,73.4417,36.1947,Suburban,Mumbai,Connaught Place
95,264,evening,Rainy,86.5163,17.9778,Urban,Delhi,MG Road
62,106,night,Sunny,78.1601,22.4172,Rural,Pune,Juhu Beach
1672,385,evening,Cloudy,87.4655,11.1938,Urban,Delhi,Juhu Beach
856,127,morning,Rainy,84.9993,29.0475,Rural,Bengaluru,Marine Drive
291,76,evening,Foggy,88.3649,33.6976,Urban,Chennai,Juhu Beach
498,246,night,Cloudy,75.0449,33.0071,Urban,Chennai,Connaught Place
216,447,morning,Sunny,83.0695,19.4261,Rural,Delhi,Charminar
402,40,evening,Cloudy,69.7711,29.731,Suburban,Bengaluru,MG Road
351,120,afternoon,Cloudy,83.6711,15.5284,Suburban,Chennai,Juhu Beach
1881,390,evening,Cloudy,78.0843,27.7178,Urban,Kolkata,Marine Drive
1694,387,night,Foggy,93.9932,30.5012,Rural,Ahmedabad,MG Road
846,278,afternoon,Foggy,83.7702,17.0122,Suburban,Bengaluru,Marine Drive
966,21,evening,Cloudy,70.391,32.5088,Rural,Ahmedabad,Connaught Place
552,232,morning,Clear,85.8682,20.8572,Urban,Kolkata,Charminar
1590,477,evening,Clear,94.6585,21.6824,Suburban,Bengaluru,Juhu Beach
38,110,morning,Clear,84.7854,9.0978,Suburban,Hyderabad,Charminar
665,273,night,Foggy,94.7064,34.7183,Rural,Chennai,MG Road
1513,371,night,Sunny,80.6252,30.3499,Suburban,Hyderabad,Juhu Beach
1949,360,evening,Clear,96.1017,16.2026,Suburban,Mumbai,MG Road
925,218,afternoon,Clear,91.6336,36.5746,Rural,Kolkata,Juhu Beach
1676,27,afternoon,Sunny,91.8308,22.4188,Suburban,Pune,Connaught Place
207,96,morning,Cloudy,70.7092,29.9888,Suburban,Hyderabad,Park Street
1819,134,morning,Rainy,76.6707,30.5593,Rural,Chennai,Marine Drive
1763,433,night,Foggy,71.1913,17.406,Urban,Bengaluru,Marine Drive
1731,229,afternoon,Clear,80.6188,13.5699,Urban,Kolkata,Connaught Place
1398,464,evening,Sunny,69.3775,11.0473,Suburban,Kolkata,Connaught Place
567,388,morning,Clear,68.7183,32.7326,Suburban,Chennai,Connaught Place
1811,460,afternoon,Cloudy,75.7225,24.3117,Suburban,Hyderabad,Juhu Beach
1258,81,evening,Clear,91.6108,31.209,Suburban,Mumbai,Park Street
1992,323,night,Cloudy,79.1927,24.7549,Suburban,Hyderabad,Charminar
1751,60,afternoon,Rainy,84.35,20.9555,Rural,Chennai,Connaught Place
68,268,night,Clear,79.3771,9.9037,Suburban,Kolkata,MG Road
724,262,evening,Rainy,96.697,36.7743,Rural,Delhi,Connaught Place
1727,112,morning,Rainy,73.9517,10.9985,Suburban,Hyderabad,Juhu Beach
1032,275,night,Sunny,85.7429,35.723,Suburban,Bengaluru,MG Road
1240,148,evening,Clear,96.2026,21.6582,Rural,Pune,Connaught Place
1837,289,morning,Foggy,68.6472,12.016,Urban,Kolkata,Park Street
1126,499,evening,Cloudy,93.4109,8.6083,Suburban,Hyderabad,Marine Drive
143,25,evening,Rainy,89.5558,10.6274,Urban,Pune,Connaught Place
289,397,evening,Clear,94.3115,30.4417,Urban,Mumbai,Juhu Beach
256,309,afternoon,Clear,92.5029,33.003,Urban,Kolkata,Connaught Place
1184,466,night,Rainy,95.3572,28.4612,Urban,Ahmedabad,MG Road
1227,261,afternoon,Cloudy,75.5055,17.4478,Suburban,Hyderabad,MG Road
1686,47,morning,Clear,80.494,34.8287,Suburban,Hyderabad,Charminar
1652,332,night,Rainy,86.1388,34.6931,Rural,Kolkata,MG Road
1823,365,night,Cloudy,88.8342,26.3749,Suburban,Chennai,Marine Drive
1863,495,evening,Foggy,76.2635,13.1293,Urban,Chennai,Charminar
989,145,afternoon,Foggy,95.236,24.1064,Urban,Chennai,Juhu Beach
869,45,morning,Rainy,69.2955,13.5206,Rural,Ahmedabad,Juhu Beach
376,153,evening,Cloudy,83.2603,33.524,Urban,Kolkata,Marine Drive
376,67,morning,Sunny,68.0133,15.8338,Rural,Delhi,MG Road
1078,103,night,Rainy,68.2141,33.1386,Urban,Bengaluru,Charminar
800,139,evening,Rainy,80.858,35.0972,Suburban,Ahmedabad,Park Street
408,276,evening,Rainy,92.5625,21.1259,Rural,Mumbai,Park Street
158,411,morning,Rainy,78.1669,9.2295,Rural,Chennai,Juhu Beach
1302,243,evening,Sunny,89.6819,30.5229,Rural,Pune,Marine Drive
503,166,afternoon,Rainy,88.5362,22.4175,Rural,Kolkata,Charminar
1497,52,afternoon,Cloudy,94.2256,23.9534,Suburban,Ahmedabad,MG Road
