crime_rate,crowd_density,time_of_day,weather_condition_encoded,longitude,location_type,city_encoded,place_encoded,safety_score
966,37,evening,2,85.9083,Urban,2,0,4.664585000000001
1095,394,morning,4,90.1143,Suburban,5,2,3.6112849999999987
400,490,evening,0,92.9137,Suburban,4,0,3.974314999999999
1466,348,morning,3,75.5191,Urban,6,2,4.062045000000001
549,363,night,2,68.2499,Suburban,4,2,5.312505000000002
652,305,night,3,73.7287,Rural,0,3,5.051565000000001
381,133,evening,0,71.0082,Suburban,6,3,5.8025899999999995
642,380,afternoon,2,86.5864,Suburban,0,1,4.268680000000001
1920,253,morning,3,76.2648,Urban,3,3,3.76076
1065,67,morning,3,81.6922,Urban,6,4,4.71639
361,102,afternoon,0,93.1884,Rural,4,5,4.775579999999999
1195,143,afternoon,3,74.7947,Suburban,7,0,4.779265
557,374,evening,3,77.99,Urban,6,0,4.7955000000000005
564,411,afternoon,4,94.5133,Suburban,6,3,3.8883350000000005
739,290,evening,1,91.7058,Suburban,2,0,4.0957099999999995
492,183,night,1,69.674,Rural,6,0,5.658299999999999
112,482,morning,3,73.3157,Rural,2,2,5.258214999999999
1726,448,morning,3,95.3809,Suburban,0,2,2.608955000000001
53,447,evening,0,78.9071,Suburban,5,1,5.107644999999999
554,371,night,3,95.0315,Urban,3,1,3.9524250000000007
646,254,morning,2,75.3818,Suburban,2,2,5.07691
311,264,night,3,94.1058,Urban,5,3,4.455709999999999
1043,275,morning,1,69.3393,Suburban,0,5,4.940035
1680,481,afternoon,0,91.7382,Suburban,1,4,2.77109
1938,16,afternoon,3,86.5289,Urban,2,2,3.7035549999999997
1981,369,morning,1,81.4414,Rural,5,2,3.2089300000000005
1064,432,night,2,89.2315,Suburban,3,5,3.6104249999999993
804,16,evening,4,76.5674,Suburban,4,5,5.335629999999999
1903,180,night,1,93.6822,Rural,4,4,3.0528899999999997
1661,161,afternoon,4,74.4483,Rural,2,0,4.294585000000001
521,477,morning,0,85.0554,Suburban,6,2,4.272229999999998
953,413,afternoon,4,83.2265,Suburban,3,1,4.0596749999999995
685,457,morning,3,71.5727,Suburban,5,1,4.822365
1706,208,afternoon,1,72.7864,Suburban,7,3,4.2386800000000004
1037,455,evening,1,90.9223,Rural,5,4,3.5068850000000005
1587,163,afternoon,3,91.0553,Urban,5,4,3.534235
112,482,morning,1,75.2895,Suburban,4,4,5.159524999999999
1445,157,evening,0,74.1034,Rural,0,1,4.53583
632,303,night,2,70.6682,Rural,6,2,5.2285900000000005
136,239,morning,3,77.6642,Suburban,3,2,5.502790000000001
1387,70,afternoon,1,88.5582,Urban,1,4,4.045089999999999
1829,389,afternoon,2,82.8948,Rural,0,1,3.2482599999999984
1069,109,night,2,94.916,Suburban,0,0,3.967200000000001
779,359,morning,0,90.8148,Urban,0,3,3.9622599999999997
1708,153,morning,2,93.3471,Rural,2,5,3.318645
1333,72,night,1,95.9932,Suburban,1,3,3.7233399999999994
1215,78,night,4,69.2522,Rural,5,0,5.16639
691,226,afternoon,0,80.529,Urban,6,4,4.83055
825,139,evening,3,84.5808,Urban,7,5,4.66796
1127,260,evening,0,85.8256,Urban,7,3,4.06172
492,119,night,0,83.117,Urban,5,3,5.1141499999999995
1726,315,night,0,86.6032,Urban,4,0,3.313840000000001
979,484,night,3,86.9765,Suburban,6,1,3.704175
275,116,night,4,92.0167,Suburban,0,1,4.892165
166,154,evening,0,78.2118,Suburban,7,3,5.61541
586,452,evening,3,72.2481,Urban,7,3,4.897595
1425,306,night,4,90.7321,Rural,4,2,3.4263949999999985
1701,213,afternoon,0,92.9892,Urban,6,1,3.223539999999999
755,179,night,0,75.4401,Suburban,7,0,5.114994999999999
1587,347,evening,4,94.4348,Rural,2,1,2.9972600000000007
435,485,afternoon,0,84.9195,Rural,2,4,4.349024999999998
1956,233,night,2,72.84,Rural,4,4,3.936
760,88,night,4,85.9661,Urban,1,5,4.765695
1521,344,night,2,78.7197,Suburban,5,0,3.855014999999999
1954,39,night,3,77.2539,Suburban,3,3,4.105304999999999
823,420,evening,1,81.718,Suburban,4,4,4.251099999999999
716,31,evening,1,81.7561,Suburban,1,0,5.134195000000001
988,86,morning,4,89.2471,Urban,6,0,4.377644999999999
1767,11,afternoon,0,72.2744,Urban,6,0,4.59728
303,234,morning,3,87.2367,Suburban,5,0,4.867164999999999
592,300,evening,4,93.0172,Suburban,3,4,4.157139999999999
520,308,evening,4,93.3775,Urban,7,4,4.195125000000001
1772,330,morning,2,90.2065,Rural,1,5,3.057674999999999
628,475,evening,4,81.8629,Suburban,2,3,4.328855000000001
1999,226,afternoon,2,90.3585,Rural,2,1,3.0310749999999986
1324,449,evening,3,77.653,Suburban,0,2,3.89535
1683,396,morning,2,92.9934,Rural,3,1,2.875330000000001
1745,359,morning,3,78.8488,Suburban,2,5,3.594559999999999
1699,177,evening,4,86.2712,Suburban,2,3,3.6334400000000002
1139,383,night,4,79.9114,Urban,3,0,4.09943
1129,467,afternoon,0,72.1541,Urban,0,1,4.329295
429,288,afternoon,1,90.9606,Suburban,4,0,4.446969999999999
182,13,morning,3,80.1818,Rural,1,0,5.78291
1001,22,afternoon,2,81.7779,Suburban,0,0,4.866105
741,393,morning,0,89.942,Urban,2,2,3.975900000000001
1972,500,evening,0,72.3614,Urban,2,3,3.40993
1408,113,night,0,74.0921,Rural,4,2,4.661394999999999
1949,458,morning,3,86.0163,Rural,4,0,2.8341849999999997
1934,270,evening,3,92.2698,Rural,7,1,2.91251
867,452,evening,4,95.2345,Rural,0,4,3.467274999999999
1038,209,night,1,88.1432,Rural,0,0,4.13684
1606,477,night,2,89.5964,Suburban,4,2,2.9601800000000003
499,296,night,1,85.0695,Suburban,6,4,4.655524999999998
956,285,evening,0,78.5555,Suburban,3,5,4.546225
1117,145,night,2,91.0318,Urban,1,3,4.04141
498,242,night,1,78.7193,Suburban,3,0,5.082035
217,310,evening,0,95.6196,Suburban,1,3,4.38202
773,445,morning,0,75.5392,Suburban,6,4,4.56004
105,230,morning,4,95.5096,Urban,7,2,4.659519999999998
1600,182,night,4,72.8806,Rural,6,0,4.391969999999999
1492,274,morning,0,75.0251,Urban,5,1,4.208744999999999
793,353,afternoon,1,91.1715,Rural,6,5,3.942425000000001
1359,421,afternoon,1,82.4726,Rural,5,5,3.67537
1954,292,night,4,74.7966,Rural,0,5,3.7221699999999998
1813,412,morning,1,74.8395,Rural,3,4,3.6210249999999995
715,247,night,1,70.8041,Suburban,0,2,5.250795
1688,266,afternoon,4,88.8833,Urban,0,1,3.3358349999999986
1935,376,morning,0,95.0369,Rural,2,0,2.5611549999999994
1089,301,morning,4,68.2692,Suburban,7,5,4.895539999999999
1153,392,afternoon,4,82.7686,Urban,7,1,3.9245699999999983
1090,92,morning,4,93.6108,Rural,2,0,4.045460000000001
1396,195,morning,3,83.9474,Rural,4,3,4.016629999999998
1374,108,afternoon,1,92.6144,Suburban,5,3,3.77928
1737,89,night,3,96.352,Rural,7,4,3.2673999999999985
948,399,morning,0,95.3623,Urban,2,2,3.485884999999999
1011,149,morning,3,80.3183,Rural,6,0,4.675085000000001
780,357,evening,0,94.5299,Suburban,3,0,3.7795050000000003
536,497,afternoon,3,74.0873,Rural,0,1,4.7656350000000005
649,442,morning,3,88.0241,Rural,7,1,4.065794999999999
441,482,afternoon,1,77.2646,Rural,7,3,4.731769999999999
1243,292,night,1,80.6234,Urban,2,2,4.14183
1551,248,evening,1,76.1414,Rural,0,3,4.145929999999999
384,391,morning,2,94.8036,Rural,1,4,4.093819999999999
1910,147,night,1,90.7489,Urban,5,2,3.2585549999999994
1092,79,morning,3,78.1911,Rural,7,5,4.840444999999999
802,387,afternoon,1,74.6067,Suburban,3,5,4.693664999999999
144,74,night,4,95.6866,Rural,5,2,4.92367
1685,186,afternoon,3,84.6786,Suburban,4,3,3.7090699999999996
304,2,evening,1,71.2852,Suburban,6,2,6.127739999999999
1747,414,night,0,69.3569,Rural,0,5,3.9571549999999998
1086,377,evening,0,90.6726,Urban,4,4,3.6263699999999996
1751,175,night,2,80.4328,Rural,6,5,3.8773600000000004
462,398,evening,0,96.7564,Rural,7,4,3.90418
1530,322,morning,3,84.3818,Suburban,3,1,3.60691
1628,102,afternoon,0,76.9313,Urban,3,3,4.321434999999999
378,264,morning,0,79.1128,Rural,7,2,5.13836
239,263,morning,2,82.0495,Suburban,6,0,5.132524999999999
1177,257,evening,0,72.7245,Suburban,2,4,4.672775000000001
95,336,evening,3,78.1565,Urban,6,3,5.325174999999999
768,114,night,3,90.0316,Urban,7,4,4.50242
531,386,evening,2,83.0419,Rural,2,1,4.544904999999999
1178,371,morning,0,71.5313,Urban,6,5,4.503434999999998
1093,478,night,3,74.2384,Suburban,7,1,4.2390799999999995
885,337,morning,3,80.942,Urban,4,0,4.393900000000001
293,409,night,1,94.2629,Suburban,7,4,4.175855000000001
639,444,morning,2,72.4661,Suburban,5,0,4.8496950000000005
1675,213,evening,3,71.5972,Suburban,6,4,4.319139999999999
204,471,morning,0,86.1161,Urban,4,0,4.548194999999999
1229,452,evening,0,76.2307,Suburban,7,0,4.055465000000001
273,396,afternoon,2,83.1905,Rural,3,1,4.775475
925,257,afternoon,3,89.0144,Suburban,3,1,4.11028
1765,27,afternoon,0,93.3997,Suburban,0,1,3.5110149999999996
1465,65,night,4,72.3997,Suburban,3,1,4.785015
991,96,afternoon,1,72.006,Urban,5,4,5.2166999999999994
951,40,evening,1,79.6599,Urban,6,3,4.986005
340,45,night,2,68.6401,Suburban,0,3,6.137995
1122,138,night,0,72.1469,Suburban,5,4,4.994655
1160,470,morning,0,86.5988,Rural,7,4,3.57006
1761,105,night,3,92.2225,Rural,5,4,3.4178749999999996
1310,30,night,3,93.2399,Urban,0,5,3.968004999999999
863,498,afternoon,4,72.0437,Rural,5,0,4.538815
303,189,morning,4,79.9677,Urban,3,0,5.320614999999999
720,189,evening,1,92.8012,Rural,4,2,4.261939999999999
1805,75,morning,2,80.1479,Suburban,0,0,4.037604999999999
836,381,morning,0,82.0772,Rural,7,5,4.298139999999999
1132,87,afternoon,0,69.0863,Urban,5,0,5.2396850000000015
1103,191,afternoon,4,80.5953,Rural,6,5,4.485235
1659,132,evening,0,84.6217,Urban,6,2,3.8459149999999998
1168,375,night,2,94.0275,Suburban,3,2,3.380625
1271,152,morning,0,68.9266,Suburban,2,0,4.978669999999999
594,69,night,0,72.3761,Rural,7,0,5.649195000000001
257,409,evening,3,92.8224,Urban,4,4,4.283880000000001
1124,270,morning,4,96.0503,Suburban,6,1,3.533484999999999
1619,409,evening,3,96.3773,Suburban,5,4,2.744135
1311,276,evening,3,75.5856,Urban,6,2,4.3577200000000005
1665,303,afternoon,1,81.2546,Urban,1,3,3.666270000000001
1190,260,morning,1,85.3535,Suburban,6,5,4.022325000000001
846,47,morning,2,89.928,Urban,6,0,4.5636
1536,335,evening,4,71.5075,Suburban,2,4,4.218625000000001
1279,182,afternoon,1,74.1774,Suburban,3,3,4.648129999999998
1586,438,night,0,86.4678,Suburban,7,0,3.2146099999999995
1143,61,morning,3,82.1009,Rural,6,1,4.629955
1731,72,afternoon,3,90.6353,Urban,7,4,3.593235
1215,254,evening,1,78.4148,Urban,5,3,4.356260000000001
351,6,afternoon,0,92.1578,Rural,3,2,5.029109999999998
1614,110,night,3,81.0344,Suburban,7,5,4.114279999999998
901,67,afternoon,3,75.9456,Rural,3,0,5.167719999999999
1130,288,night,4,82.1541,Suburban,1,0,4.1862949999999985
1754,310,evening,0,84.1321,Urban,4,5,3.4193950000000006
1653,29,afternoon,4,83.8568,Suburban,1,5,4.096159999999999
1696,413,morning,0,69.5138,Urban,4,0,4.00231
1304,16,night,3,89.5349,Urban,0,5,4.1872549999999995
996,393,morning,4,87.023,Suburban,7,1,3.8668500000000003
1732,88,night,1,90.1835,Rural,2,3,3.5828250000000006
1793,37,morning,4,92.3201,Rural,6,4,3.5169950000000005
1971,196,morning,2,71.7886,Rural,4,4,4.0475699999999994
415,342,morning,0,75.4073,Suburban,6,3,5.130635000000002
1488,128,night,1,82.7579,Urban,6,5,4.118105
1660,182,night,3,89.3025,Suburban,4,3,3.5108750000000004
1153,335,evening,0,82.6842,Rural,1,1,4.042789999999999
1841,130,morning,1,87.1476,Rural,4,1,3.541620000000001
1978,280,evening,3,77.6481,Urban,6,1,3.5795949999999994
547,388,night,0,86.7002,Suburban,3,1,4.34199
1002,353,morning,1,70.6351,Urban,4,4,4.760244999999999
385,289,afternoon,2,96.3569,Suburban,0,2,4.219155000000001
1487,99,morning,3,92.259,Suburban,7,3,3.702049999999999
293,300,afternoon,3,92.6997,Urban,0,2,4.472015000000001
37,147,afternoon,3,81.2872,Urban,6,5,5.604639999999999
1731,391,morning,4,91.4844,Urban,2,2,2.9127800000000006
1256,348,afternoon,1,95.1674,Suburban,4,2,3.28963
1287,2,night,0,86.067,Rural,5,5,4.405650000000001
1619,406,night,1,83.0656,Suburban,0,0,3.4157199999999994
659,230,morning,0,69.6432,Rural,0,4,5.398839999999998
385,21,night,3,76.5051,Suburban,0,0,5.747745
1129,364,afternoon,0,88.4537,Rural,4,3,3.7203150000000003
312,429,morning,4,71.7571,Urban,7,1,5.242145000000001
1590,348,evening,0,84.1469,Suburban,5,3,3.5066550000000003
339,433,night,3,80.2755,Rural,2,2,4.781225
1823,222,morning,2,74.5862,Urban,2,1,4.003689999999999
650,320,night,1,91.1834,Rural,6,2,4.150829999999998
1943,225,afternoon,1,68.4974,Urban,0,4,4.18213
20,173,morning,4,90.4538,Rural,6,3,5.1113100000000005
1763,468,evening,0,77.7688,Suburban,6,0,3.41256
1569,465,night,1,94.0514,Suburban,3,4,2.7984300000000006
1486,480,night,3,77.965,Urban,4,1,3.655749999999999
1842,131,morning,4,76.2345,Suburban,5,4,4.084274999999999
492,372,night,1,85.0691,Rural,6,5,4.510544999999999
1033,337,morning,0,87.4233,Urban,1,3,3.9218350000000006
1488,157,night,2,88.8881,Rural,3,5,3.7535950000000007
329,73,afternoon,1,89.5644,Rural,6,3,5.046779999999998
974,136,night,1,83.6622,Suburban,0,3,4.5708899999999995
927,282,evening,3,70.7044,Urban,0,4,4.97378
1931,299,evening,0,76.9831,Urban,0,3,3.6218449999999995
947,85,afternoon,2,92.8848,Rural,3,5,4.238760000000001
47,411,night,0,94.5153,Urban,6,1,4.405235
953,16,morning,1,85.052,Rural,7,5,4.7624
192,292,evening,0,86.5314,Suburban,3,4,4.89743
749,140,morning,1,88.6152,Urban,1,3,4.54024
49,112,morning,4,89.8136,Suburban,3,4,5.23632
271,449,afternoon,4,81.4545,Suburban,4,1,4.758274999999999
654,183,evening,2,91.1632,Urban,2,0,4.42184
216,486,morning,4,84.5156,Urban,6,0,4.586220000000001
1370,56,night,1,82.7218,Rural,0,5,4.381909999999999
1467,297,night,0,75.6447,Suburban,7,1,4.156764999999999
717,294,evening,0,86.1542,Suburban,4,5,4.38729
1847,44,evening,2,70.3117,Suburban,4,3,4.5494150000000015
1800,318,night,4,75.6663,Urban,1,0,3.7806849999999987
830,405,morning,2,76.8978,Urban,1,2,4.515109999999999
1054,451,evening,3,78.442,Suburban,0,5,4.1219
1956,1,evening,1,69.5929,Suburban,0,1,4.562355
1201,233,night,0,93.1335,Urban,1,4,3.6763250000000003
1270,493,afternoon,0,85.7007,Urban,0,1,3.458965000000001
727,493,evening,3,92.548,Rural,5,3,3.6595999999999984
1581,149,evening,4,95.1841,Suburban,0,3,3.361795
1307,239,night,1,90.2102,Suburban,7,0,3.70449
1925,33,morning,4,73.1178,Urban,2,4,4.353109999999998
326,426,morning,1,79.6686,Rural,7,2,4.838569999999999
420,37,morning,1,93.5404,Rural,3,2,4.82898
148,354,morning,3,90.5168,Urban,2,3,4.61816
420,17,night,0,95.948,Rural,4,4,4.7486
1891,86,afternoon,3,88.9055,Rural,3,5,3.4917249999999997
1038,306,morning,3,89.4738,Suburban,4,4,3.8763099999999993
1224,488,morning,3,84.7558,Suburban,7,2,3.5622100000000003
969,270,afternoon,2,75.9236,Suburban,3,0,4.69482
680,118,evening,2,82.6969,Urban,7,5,4.949154999999999
322,34,morning,1,71.1124,Rural,1,5,6.054380000000002
842,31,evening,4,90.2245,Rural,0,3,4.584775
491,344,afternoon,0,96.2692,Rural,0,4,4.00754
1292,57,morning,3,85.1078,Rural,4,5,4.338609999999999
383,315,afternoon,3,73.7412,Rural,3,5,5.299939999999999
1821,264,afternoon,3,73.0008,Urban,2,4,4.000959999999999
339,462,afternoon,4,86.5059,Suburban,3,1,4.411705
404,361,evening,2,79.5547,Rural,1,4,4.8962650000000005
29,416,evening,2,91.6284,Suburban,7,3,4.557579999999999
893,450,evening,0,91.1874,Suburban,1,0,3.6476299999999986
420,203,night,3,83.5632,Urban,6,2,4.995839999999999
1070,149,evening,2,95.0499,Suburban,7,2,3.879505
1708,32,morning,2,79.3653,Rural,3,2,4.259734999999999
427,456,night,4,83.0125,Rural,6,4,4.510374999999999
1106,117,evening,2,70.9721,Suburban,1,3,5.111395
198,13,morning,3,83.8096,Suburban,1,1,5.58552
1420,278,evening,2,90.7102,Suburban,3,2,3.4884900000000005
1174,422,afternoon,3,74.3055,Urban,4,4,4.266725
451,331,evening,1,84.9395,Suburban,2,1,4.640024999999999
1776,160,evening,0,83.9331,Rural,2,2,3.707345
1944,114,night,2,88.1885,Suburban,7,3,3.4185750000000006
1684,229,night,1,94.2964,Urban,5,1,3.14318
1565,446,night,3,85.0908,Suburban,2,0,3.2884599999999997
827,160,night,1,73.3358,Rural,5,3,5.186209999999999
367,432,evening,1,85.1156,Rural,2,0,4.513219999999998
1132,434,night,0,80.1712,Rural,1,2,3.99144
1561,386,morning,4,72.7678,Suburban,1,5,4.0286100000000005
1,171,morning,3,81.9265,Suburban,0,3,5.560675
1782,262,afternoon,4,74.9063,Suburban,6,1,3.948685
1851,8,morning,1,91.6053,Urban,5,2,3.552735000000001
1438,289,night,0,95.6723,Suburban,7,5,3.200384999999999
303,75,morning,1,72.2168,Rural,1,4,5.936159999999998
1065,18,night,3,87.0535,Rural,6,5,4.546325
740,165,evening,0,87.7907,Urban,1,4,4.540464999999999
138,193,night,3,91.4399,Suburban,3,2,4.904005000000001
633,356,night,2,88.0486,Suburban,7,3,4.252570000000001
287,118,evening,4,79.1187,Urban,0,4,5.521064999999998
1738,271,morning,0,91.6939,Urban,1,2,3.1353050000000007
106,454,afternoon,3,96.45,Urban,0,2,4.1635
512,443,night,3,90.1221,Suburban,7,1,4.095895
1756,214,afternoon,1,72.1208,Rural,2,3,4.20996
1913,72,afternoon,3,72.9234,Rural,0,4,4.29683
258,310,night,2,95.9221,Rural,3,4,4.325895000000002
1274,380,afternoon,3,85.3588,Suburban,1,0,3.698059999999999
1170,182,evening,2,83.635,Rural,5,3,4.284249999999999
1560,211,morning,0,68.0355,Urban,3,2,4.616224999999998
818,486,evening,4,86.7066,Rural,4,4,3.874670000000001
971,432,night,0,77.3166,Urban,7,2,4.299169999999999
1367,171,morning,2,86.3857,Urban,5,3,3.9717149999999988
1101,282,morning,4,84.0528,Suburban,4,2,4.13236
820,358,afternoon,3,91.1728,Rural,1,2,3.905360000000001
835,154,evening,4,92.9774,Suburban,6,1,4.208129999999999
990,125,evening,3,72.786,Rural,6,1,5.120699999999999
182,288,night,3,68.2926,Urban,6,5,5.827369999999999
1429,233,morning,0,92.1329,Suburban,5,2,3.498355
185,332,afternoon,4,90.3952,Suburban,6,3,4.631239999999999
953,423,morning,0,76.5513,Suburban,2,4,4.373435000000001
700,295,morning,4,90.457,Urban,3,0,4.187150000000001
1342,250,afternoon,3,83.2453,Suburban,0,3,3.995734999999999
778,447,evening,1,95.1877,Urban,4,4,3.5686149999999985
975,208,night,2,88.9793,Rural,5,1,4.160035
1632,170,morning,2,68.3792,Urban,1,4,4.60904
63,231,afternoon,4,84.6497,Suburban,5,1,5.242515
538,297,evening,4,92.7651,Urban,2,1,4.229745
1386,422,afternoon,3,92.0052,Urban,5,4,3.16974
1892,216,evening,2,70.8038,Rural,7,1,4.13581
1175,165,evening,4,72.7518,Rural,3,2,4.857409999999999
1570,7,morning,1,77.0305,Suburban,0,4,4.564475
1967,276,afternoon,1,80.4159,Urban,4,2,3.460205
694,225,afternoon,0,81.1597,Rural,5,5,4.7980149999999995
1874,32,evening,1,79.9835,Urban,1,5,4.062824999999998
1040,204,evening,4,89.4892,Urban,4,0,4.077540000000002
1855,275,evening,0,89.2036,Rural,6,5,3.1348199999999995
1925,135,morning,0,88.2291,Rural,4,2,3.3935449999999996
407,423,afternoon,2,87.5386,Suburban,5,1,4.370069999999999
1862,252,afternoon,4,78.7,Suburban,7,2,3.699
1488,45,night,2,89.5433,Suburban,2,3,3.9448350000000003
1673,249,morning,1,75.2635,Suburban,7,4,4.065825
499,193,morning,2,79.8138,Suburban,0,2,5.1243099999999995
415,262,night,0,89.0653,Suburban,5,3,4.607735
390,307,evening,2,69.942,Urban,2,2,5.498899999999999
1672,199,evening,4,75.3585,Suburban,5,2,4.162075
1423,127,night,3,86.1201,Suburban,2,3,4.0169950000000005
943,299,morning,2,96.204,Urban,4,0,3.6487999999999996
1599,156,evening,1,81.0597,Rural,3,4,4.036015
1331,37,afternoon,0,91.2539,Rural,6,2,4.032305
930,441,morning,3,90.8127,Suburban,6,5,3.6473649999999997
211,379,afternoon,1,94.2178,Urban,6,1,4.320109999999999
1597,421,morning,0,95.995,Rural,4,4,2.7612500000000004
531,155,evening,4,68.1983,Rural,0,0,5.749084999999999
1693,96,evening,0,84.5627,Rural,5,2,3.8868649999999993
1308,455,evening,4,71.9191,Suburban,7,2,4.186045
480,306,morning,4,70.7243,Suburban,5,0,5.371784999999999
1867,94,afternoon,0,96.4266,Urban,3,1,3.1236699999999997
1683,294,morning,1,76.9819,Suburban,2,2,3.879905
551,377,morning,0,88.0238,Suburban,7,0,4.293810000000001
470,203,evening,4,78.0874,Rural,5,1,5.219629999999999
38,198,afternoon,0,80.5558,Urban,6,1,5.5382099999999985
293,121,afternoon,2,71.2781,Suburban,3,3,5.901095
1092,404,afternoon,0,87.211,Urban,5,5,3.7394499999999997
209,70,night,3,82.0491,Rural,6,2,5.548545
884,189,morning,4,75.3383,Rural,3,3,4.971084999999999
1685,123,morning,2,80.1526,Urban,3,4,4.061369999999998
1902,303,evening,1,94.2151,Suburban,7,5,2.7812449999999984
1259,424,afternoon,0,92.7809,Suburban,5,0,3.2539549999999995
1955,155,evening,4,78.9476,Suburban,3,4,3.7876200000000004
812,473,evening,4,75.6438,Rural,5,4,4.459810000000001
1815,415,afternoon,0,72.8634,Suburban,4,3,3.7118300000000004
779,269,afternoon,2,86.5726,Urban,2,1,4.35437
1168,35,morning,4,89.3752,Rural,2,2,4.29324
889,460,night,0,95.134,Urban,6,0,3.4343000000000004
1703,492,morning,0,96.9718,Rural,3,0,2.46441
474,33,afternoon,3,71.7496,Urban,5,1,5.872519999999999
1023,130,morning,4,83.221,Urban,7,1,4.55595
1516,30,evening,1,76.9014,Urban,4,3,4.57893
1925,486,night,0,74.99,Suburban,3,3,3.3535
1464,363,evening,1,88.7149,Suburban,3,0,3.374255
1673,328,afternoon,1,83.9924,Rural,5,3,3.47138
1123,152,morning,1,73.7859,Suburban,0,3,4.883705000000001
1414,348,morning,2,80.5156,Suburban,3,3,3.8642200000000004
341,361,morning,0,80.2763,Rural,1,2,4.923185000000001
301,216,night,3,92.4975,Urban,0,0,4.642124999999999
1713,390,evening,2,82.4911,Urban,0,5,3.382444999999999
942,27,night,2,84.0386,Rural,1,2,4.80207
1429,288,morning,2,68.5685,Suburban,1,2,4.5665749999999985
1204,443,morning,1,69.1237,Urban,7,3,4.453814999999999
1650,185,afternoon,1,86.154,Suburban,6,5,3.6723
1651,354,morning,3,84.1189,Urban,5,4,3.435055
581,138,night,1,82.0907,Rural,1,1,5.038465
1781,385,night,0,96.2208,Rural,3,0,2.6379599999999996
263,335,afternoon,0,70.9969,Suburban,2,2,5.517155000000001
1991,269,afternoon,0,76.7509,Suburban,7,3,3.6334549999999997
408,319,afternoon,3,78.1544,Urban,7,1,5.046280000000001
889,251,morning,3,94.0739,Rural,5,3,3.9053050000000002
1537,498,evening,1,90.2285,Rural,7,4,2.9555750000000005
1343,348,evening,0,71.4047,Suburban,1,4,4.390765
678,75,morning,3,95.7097,Suburban,6,2,4.386514999999998
1125,276,morning,2,68.1238,Urban,0,0,4.91681
1977,241,morning,3,76.7199,Urban,2,5,3.7050049999999994
897,43,morning,1,95.5084,Urban,0,5,4.24158
1985,211,evening,3,68.9109,Urban,0,4,4.147455000000001
274,273,morning,3,85.221,Suburban,3,1,4.91895
448,143,afternoon,0,87.312,Suburban,6,1,4.9004
981,369,afternoon,2,73.5521,Rural,0,5,4.603395000000001
1304,356,afternoon,1,85.0772,Suburban,3,5,3.7301399999999996
225,291,evening,1,86.8154,Urban,1,1,4.85223
1933,473,morning,0,81.3229,Urban,7,3,3.054855
1784,117,night,4,90.2172,Rural,2,4,3.4711399999999992
349,162,morning,3,90.5048,Urban,7,4,4.80176
650,311,evening,3,95.4115,Suburban,4,0,3.9574249999999997
912,363,night,1,77.8871,Urban,3,1,4.467644999999997
692,305,night,2,71.4933,Urban,5,2,5.123335
1074,23,night,1,86.4989,Urban,2,0,4.555055
1907,194,afternoon,3,94.0138,Rural,0,1,3.0043099999999994
523,55,night,2,96.9467,Suburban,7,1,4.519665
651,28,afternoon,1,69.1777,Urban,7,5,5.834115000000001
734,499,night,3,84.2576,Urban,4,0,4.0551200000000005
573,411,evening,2,83.6509,Urban,2,5,4.422455
1728,337,afternoon,1,68.2592,Suburban,2,3,4.185039999999999
972,298,night,1,86.2146,Urban,5,0,4.12127
4,309,night,2,84.0983,Urban,7,3,5.173085
690,337,evening,1,72.219,Urban,1,4,5.025050000000001
113,205,morning,3,70.5578,Rural,3,3,5.94911
169,160,morning,1,91.2086,Urban,3,2,4.950569999999999
1481,485,morning,1,92.4263,Rural,3,0,2.9276850000000003
59,115,evening,0,76.991,Rural,7,1,5.86145
1607,424,night,3,80.363,Suburban,0,0,3.5268500000000005
1063,167,evening,2,83.6117,Suburban,7,2,4.422415
672,331,afternoon,3,80.6994,Rural,6,0,4.631029999999998
1603,37,evening,4,85.3354,Rural,3,4,4.05623
1971,287,night,0,89.4893,Suburban,4,1,2.9805349999999997
1076,229,morning,4,68.7901,Rural,3,1,5.026494999999999
336,222,afternoon,1,81.6617,Rural,6,5,5.136914999999999
684,393,night,1,76.9334,Urban,4,5,4.683330000000001
731,294,evening,3,85.6862,Rural,4,1,4.39669
519,58,afternoon,3,75.6464,Rural,3,1,5.58268
863,37,night,4,74.482,Urban,7,5,5.338900000000001
1993,480,night,2,68.891,Rural,1,3,3.6024499999999993
470,239,morning,0,90.1378,Urban,1,1,4.545109999999999
1972,86,morning,0,69.0476,Urban,5,4,4.40362
490,442,evening,0,86.5168,Urban,5,5,4.300159999999999
1498,144,evening,1,72.2567,Rural,0,3,4.601165
178,127,night,4,89.6018,Rural,1,5,5.08791
1311,242,afternoon,1,71.1917,Urban,3,5,4.645415
230,483,night,2,68.2632,Urban,4,5,5.390840000000001
1072,67,morning,4,77.5808,Urban,2,3,4.914960000000001
1266,7,night,3,81.6934,Urban,2,1,4.635330000000001
1829,380,evening,2,68.3036,Urban,0,2,3.9958199999999993
148,218,night,3,92.3687,Urban,2,2,4.797565
1848,81,night,1,81.8861,Rural,4,3,3.895694999999999
1290,128,evening,4,73.3511,Urban,0,3,4.7864450000000005
793,337,morning,3,88.6269,Urban,5,5,4.101655000000001
1266,25,evening,3,77.0468,Suburban,3,1,4.831659999999999
119,487,evening,0,86.9997,Rural,4,2,4.557015
356,199,night,1,71.257,Urban,1,1,5.6831499999999995
1745,461,evening,2,78.9237,Rural,7,2,3.3868149999999995
