crime_rate,crowd_density,time_of_day,weather_condition_encoded,longitude,location_type,city_encoded,place_encoded,safety_score
3.77,5.5,5,2,77.3944,1,5,16,6.75
0.89,2.86,13,2,77.378,2,5,8,8.26
1.87,9.23,2,0,77.0942,2,5,8,3.61
5.36,8.4,8,2,77.1637,1,3,16,5.87
7.8,1.55,14,0,77.5143,0,6,15,4.3
1.03,5.17,1,1,77.2778,2,6,18,8.23
8.8,5.03,23,1,77.7858,0,10,17,2.68
8.46,8.56,16,2,77.5541,0,3,15,6.32
4.02,9.01,3,2,77.4962,2,9,1,4.37
0.72,6.86,13,0,77.8529,2,1,12,9.89
2.35,2.43,13,2,77.5214,2,0,20,8.6
9.91,5.4,19,2,77.352,2,5,6,6.09
0.59,9.62,2,2,77.693,2,2,20,6.54
5.8,4.16,11,2,77.1249,1,1,0,8.62
5.43,6.81,4,0,77.1092,1,9,14,3.98
3.57,7.24,20,2,77.5848,1,8,17,3.74
1.36,4.42,14,1,77.7988,2,2,5,10.0
0.23,3.7,22,0,77.8196,2,5,17,7.18
2.23,5.12,18,2,77.1596,1,3,2,10.0
3.35,2.72,14,0,77.3532,1,3,2,7.03
8.29,9.25,5,2,77.3617,2,7,15,1.66
7.45,5.58,4,1,77.2021,2,10,16,5.01
0.24,6.91,10,1,77.3367,0,4,13,10.0
8.47,1.0,15,1,77.4165,0,9,6,5.31
2.45,7.13,23,0,77.1789,1,3,17,4.27
9.25,7.26,22,1,77.4013,1,9,6,0.11
0.26,3.23,5,1,77.8639,2,0,4,6.9
0.76,4.82,4,0,77.9735,2,6,5,6.67
9.01,8.75,9,1,77.6831,1,2,12,3.34
7.42,8.42,10,2,77.9581,2,6,17,4.79
4.25,1.3,6,0,77.7969,1,7,1,4.64
2.86,8.92,17,0,77.8768,1,3,7,7.63
8.29,1.83,0,0,77.3707,0,5,20,0.0
4.69,7.21,15,2,77.7426,2,8,14,7.56
9.13,5.04,1,2,77.0586,0,7,12,4.47
3.57,7.47,9,0,77.6357,2,10,13,5.34
7.72,0.83,15,0,77.4749,1,7,1,4.65
7.21,3.26,21,1,77.4084,0,4,3,3.81
0.23,4.55,6,1,77.3537,0,4,15,10.0
9.57,1.31,2,0,77.1702,0,5,17,0.0
7.49,2.65,0,1,77.9704,0,8,9,1.82
8.95,2.6,23,0,77.2657,0,1,1,0.0
7.05,9.32,9,1,77.3823,0,2,16,4.24
10.0,9.74,4,1,77.7226,0,0,8,1.33
0.62,5.43,16,0,77.3935,0,5,10,10.0
1.63,6.06,17,1,77.8519,2,9,7,10.0
4.25,3.24,21,0,77.4329,0,2,11,4.21
7.83,3.16,14,0,77.4749,2,10,4,7.76
9.63,5.16,17,2,77.5501,0,10,18,8.24
4.32,7.67,22,1,77.1779,1,9,20,3.59
2.43,8.39,16,2,77.4763,1,5,18,8.76
3.63,7.76,15,0,77.9091,1,3,3,7.48
7.35,7.64,0,2,77.4823,1,3,3,2.59
4.7,6.74,18,0,77.6445,0,0,17,8.05
0.1,0.13,6,0,77.4035,0,1,4,7.8
2.49,9.66,14,2,77.1459,0,7,16,8.12
6.96,2.59,1,2,77.9919,1,1,14,2.47
7.24,2.24,2,2,77.6184,1,1,8,1.7
9.92,5.17,19,2,77.5833,0,9,16,7.3
5.25,4.85,12,0,77.983,0,2,17,9.01
3.31,5.78,8,2,77.9823,1,0,14,10.0
3.18,4.11,6,1,77.0958,0,9,9,9.49
4.38,0.3,17,1,77.6588,1,8,17,6.61
6.42,4.9,12,2,77.2823,1,2,8,8.56
1.54,6.51,22,0,77.2726,2,6,8,7.01
1.55,1.42,13,1,77.998,0,0,14,8.04
9.37,7.96,13,0,77.9877,2,7,1,3.02
6.32,9.43,9,0,77.8232,0,0,13,3.98
5.03,0.55,21,0,77.7275,2,9,9,2.19
2.61,9.18,12,0,77.8639,1,10,0,6.4
0.47,7.09,4,0,77.7191,1,6,2,3.69
5.41,3.56,12,2,77.0174,1,0,12,8.9
8.39,0.63,20,0,77.4022,1,1,18,0.0
2.97,3.41,10,1,77.474,1,10,20,9.6
2.0,3.67,16,1,77.6031,0,8,15,10.0
8.27,4.89,16,2,77.5587,2,2,13,8.13
9.45,5.36,16,0,77.9988,2,9,15,6.99
1.65,4.32,11,2,77.7047,0,4,9,10.0
7.96,5.16,5,2,77.4243,2,3,16,4.63
7.54,9.99,13,2,77.7528,1,5,14,5.81
1.14,0.86,12,1,77.6099,1,9,1,8.71
2.59,0.28,23,2,77.7769,0,0,15,3.79
9.96,1.1,20,0,77.9708,2,1,5,0.0
7.3,7.61,6,2,77.4088,1,7,18,5.67
4.19,7.34,5,0,77.2021,0,0,10,2.59
7.88,9.96,0,1,77.3821,2,8,15,0.67
3.21,9.76,22,1,77.8361,1,8,19,4.08
9.85,2.58,23,1,77.7191,0,1,18,0.0
1.85,8.7,10,2,77.6244,1,7,11,8.06
7.25,5.51,23,2,77.4559,0,0,8,5.13
9.88,4.26,5,2,77.2399,1,2,19,2.89
1.81,5.0,12,2,77.7853,1,4,16,10.0
4.11,8.98,6,0,77.2669,2,3,15,5.28
6.45,9.89,4,1,77.0967,0,3,11,1.36
6.27,4.35,18,2,77.8811,2,7,15,7.4
6.56,4.3,18,2,77.8559,0,5,11,7.81
0.09,4.44,6,1,77.7428,1,4,10,10.0
9.45,6.41,16,2,77.5799,0,10,0,8.43
7.02,0.87,8,2,77.5347,2,1,4,5.31
7.99,4.0,16,2,77.2477,1,10,18,8.52
9.17,9.15,11,1,77.3039,1,5,12,4.09
6.15,5.27,16,0,77.8786,1,8,11,7.64
3.57,7.87,7,2,77.3125,2,9,7,7.66
3.32,2.27,19,0,77.5111,0,10,20,5.11
8.64,5.51,22,1,77.8711,2,7,20,2.83
6.98,9.78,15,1,77.8463,2,0,2,6.12
0.67,9.7,0,1,77.373,2,4,3,4.51
6.99,1.42,20,0,77.9917,0,9,4,1.4
8.42,0.7,8,1,77.7513,1,10,14,3.21
4.37,6.97,10,1,77.0055,1,9,11,7.93
1.22,9.28,9,2,77.5707,0,1,19,9.19
3.69,5.35,11,2,77.0942,2,3,3,9.8
5.84,7.4,13,0,77.4268,0,9,5,4.84
5.69,9.53,0,0,77.6199,2,10,9,1.18
6.09,2.07,12,0,77.1584,0,2,5,4.66
3.85,4.0,21,2,77.7364,1,4,18,6.01
0.75,1.89,5,2,77.1786,0,7,18,4.84
7.82,2.9,15,2,77.2494,2,9,8,5.2
1.71,1.44,20,0,77.7646,2,7,2,2.82
3.12,7.8,2,2,77.4234,0,0,12,4.13
9.42,9.88,21,0,77.825,2,3,11,0.08
0.31,5.84,1,0,77.5574,0,10,17,6.98
0.18,0.74,18,2,77.6284,0,0,11,9.19
9.7,2.91,5,0,77.603,0,9,14,0.0
4.91,9.04,6,0,77.5876,2,0,11,4.23
8.82,7.03,15,0,77.2698,1,2,14,3.52
3.48,7.07,22,2,77.55,0,10,13,3.66
3.77,4.9,15,2,77.2225,1,7,1,9.83
3.0,8.79,21,0,77.4244,0,6,14,2.87
7.26,0.99,18,2,77.3588,1,3,16,4.95
7.19,3.55,17,1,77.7874,1,7,3,8.59
6.35,1.9,20,1,77.8163,0,8,11,1.32
2.55,9.78,13,0,77.8863,1,6,19,6.27
3.34,8.43,2,2,77.2635,2,3,9,3.5
0.03,8.22,13,1,77.9959,1,6,16,9.62
5.86,4.42,17,0,77.964,1,8,12,7.22
9.86,2.65,3,0,77.7158,1,1,4,0.0
3.92,9.13,15,1,77.511,2,0,13,6.84
9.85,4.36,2,2,77.8419,2,9,10,2.69
1.42,7.29,1,1,77.5203,0,3,2,5.01
4.7,6.86,23,1,77.1081,0,2,13,5.33
1.58,6.17,8,1,77.0776,1,0,9,10.0
7.77,2.13,11,2,77.7529,1,0,20,3.62
7.6,0.89,6,2,77.858,0,0,12,5.38
7.11,7.87,1,0,77.9416,2,10,0,0.65
4.74,3.3,4,2,77.5198,1,8,14,6.6
0.24,0.04,14,0,77.9652,0,0,11,6.91
7.42,2.81,18,1,77.9926,2,3,3,4.6
0.93,3.12,11,2,77.4056,1,0,6,10.0
9.27,0.6,3,2,77.524,1,0,18,1.53
9.46,7.2,19,1,77.1629,0,4,7,3.75
9.53,8.32,15,2,77.7016,1,7,9,4.61
8.28,9.67,10,1,77.4567,2,9,8,3.44
5.13,4.83,0,0,77.8918,2,1,0,5.12
0.85,8.93,11,2,77.9068,2,1,19,8.68
6.05,8.23,17,1,77.5596,0,10,8,6.5
1.57,5.07,2,1,77.6105,1,3,7,7.3
2.58,5.63,12,0,77.0396,0,7,13,9.6
4.58,4.75,6,0,77.5782,1,6,5,7.28
4.82,7.72,0,0,77.9664,2,0,20,2.77
3.13,9.54,0,1,77.2027,1,6,4,4.25
1.13,6.08,5,1,77.3456,1,1,19,6.98
5.56,5.46,22,1,77.435,1,1,7,4.45
6.76,5.79,12,0,77.0806,0,10,20,7.0
9.49,3.31,20,1,77.5537,1,1,12,3.05
6.12,5.02,23,2,77.4654,2,6,5,5.98
1.58,3.36,1,0,77.7638,2,10,0,6.27
9.17,8.15,22,0,77.4406,2,2,13,0.0
0.09,9.53,21,2,77.6146,0,8,11,6.09
9.36,7.9,5,1,77.6139,0,0,15,0.93
4.88,2.38,0,1,77.8016,2,7,12,1.57
3.74,4.34,8,1,77.28,2,1,14,9.5
3.86,3.31,1,1,77.5008,0,10,19,6.05
7.8,0.52,14,1,77.3487,0,9,2,5.23
4.78,3.51,7,0,77.9181,0,7,11,7.19
2.34,1.21,23,1,77.6751,0,3,14,3.52
2.57,2.48,22,2,77.3485,2,1,0,5.03
8.2,6.13,14,2,77.1988,2,8,4,9.04
4.27,4.47,7,0,77.7029,0,0,7,7.06
3.35,1.35,16,2,77.9342,2,10,7,8.77
7.0,5.25,6,1,77.8199,1,0,12,7.21
8.93,9.02,17,1,77.2904,0,6,20,4.63
9.56,9.18,9,0,77.6,2,10,8,2.68
7.81,0.68,5,2,77.1829,2,0,13,2.11
6.17,8.01,2,2,77.361,1,8,3,3.26
3.26,0.83,18,1,77.1957,2,2,9,6.86
8.96,3.23,18,1,77.3428,1,1,9,7.31
1.41,4.05,1,0,77.3281,1,1,18,5.52
6.13,3.89,22,1,77.6437,0,2,10,4.92
4.07,8.85,12,2,77.6873,0,1,17,8.09
9.5,9.38,5,2,77.7185,2,5,4,1.73
9.3,8.02,18,2,77.0795,0,1,2,3.69
1.87,4.48,23,1,77.0492,0,3,13,6.92
6.94,8.71,9,2,77.1636,2,1,17,5.99
4.13,2.92,16,1,77.4521,0,5,17,7.62
7.52,2.42,15,1,77.5275,1,4,20,5.56
5.35,0.16,14,2,77.1025,2,6,16,7.12
7.47,3.25,22,1,77.944,0,0,19,4.2
6.93,5.27,21,1,77.8677,0,4,15,4.46
1.46,6.84,23,2,77.377,0,1,0,7.41
2.33,3.92,16,0,77.2862,0,0,13,9.82
1.9,3.57,15,2,77.4213,0,0,12,10.0
7.39,0.15,3,2,77.8314,1,0,19,1.13
4.22,1.8,10,2,77.0203,2,5,8,6.03
2.16,5.49,11,0,77.7855,1,2,5,8.41
6.54,4.05,0,2,77.1188,1,6,0,4.44
0.92,6.21,6,1,77.7212,1,8,13,10.0
4.67,8.61,13,2,77.1143,1,4,8,8.02
8.21,6.88,17,1,77.6439,0,6,1,8.89
0.26,3.55,0,0,77.6462,2,7,20,6.25
2.45,1.76,1,2,77.0027,1,9,0,4.24
2.59,0.72,13,2,77.6187,1,7,10,7.44
5.0,9.9,13,1,77.4699,0,1,0,6.25
5.39,4.22,17,2,77.1167,0,4,11,9.39
4.33,7.88,11,1,77.3663,1,10,12,5.42
6.13,8.16,0,0,77.3998,1,2,0,1.27
5.49,8.07,12,0,77.8747,0,6,16,6.58
2.74,7.66,20,2,77.4266,2,6,13,4.07
2.69,2.17,9,1,77.8868,0,5,9,6.46
6.72,0.74,10,0,77.4737,1,5,13,3.24
0.97,7.7,9,2,77.6831,0,2,5,8.95
9.16,8.91,5,0,77.3953,0,5,7,0.0
8.02,0.99,4,0,77.0204,0,4,4,0.58
4.28,9.97,0,1,77.2676,2,1,16,2.57
1.95,1.66,12,2,77.7047,0,1,4,8.62
4.17,5.45,2,2,77.2712,0,8,17,5.6
4.28,2.25,8,0,77.1543,2,1,15,5.79
6.26,9.53,9,2,77.292,0,9,20,5.57
5.27,0.99,12,0,77.389,2,8,5,5.76
7.75,4.5,3,0,77.408,0,5,16,3.34
3.09,8.51,18,0,77.6204,2,7,2,6.95
2.45,3.05,21,2,77.0678,2,5,4,6.96
6.27,1.99,1,2,77.9035,0,3,15,2.04
0.55,9.06,16,2,77.9793,0,10,2,8.74
4.89,9.55,22,0,77.0924,1,5,13,2.2
5.76,5.62,1,2,77.3546,0,5,12,6.53
3.79,2.03,7,1,77.8626,0,4,4,5.67
5.82,6.21,10,2,77.9796,0,4,5,9.31
4.09,1.92,11,0,77.6773,2,5,8,4.21
0.49,1.24,23,0,77.662,2,9,9,3.8
0.76,8.35,8,0,77.811,1,10,8,6.98
9.4,0.7,4,2,77.1962,1,9,19,0.24
5.91,7.62,12,0,77.857,0,10,16,5.58
3.82,3.85,13,2,77.7067,1,4,19,10.0
7.6,7.59,19,1,77.4283,2,8,10,3.93
7.19,5.98,9,2,77.0157,1,10,5,7.58
9.52,5.45,13,2,77.4886,1,6,11,8.68
3.41,8.11,13,1,77.3708,1,6,7,6.97
9.84,9.39,17,2,77.0069,0,5,0,4.08
4.52,1.35,6,0,77.382,1,0,17,4.42
5.72,2.81,18,2,77.3394,2,6,20,6.62
9.91,8.59,5,0,77.1508,1,7,8,0.39
9.56,2.22,5,2,77.3507,1,1,12,0.95
8.05,1.12,14,2,77.58,0,9,13,5.06
8.87,5.88,3,1,77.8515,2,5,16,3.55
3.63,0.92,2,2,77.5361,2,2,0,3.77
2.5,4.29,17,2,77.2121,1,3,2,10.0
1.99,1.04,8,2,77.1716,1,8,6,7.11
5.47,0.57,22,2,77.8318,0,7,6,2.61
6.71,1.43,15,0,77.1365,1,8,15,4.05
1.86,0.61,23,0,77.2093,2,1,9,3.55
1.17,9.71,11,2,77.8529,0,0,1,8.69
8.41,2.53,17,0,77.3772,1,5,20,3.92
8.23,10.0,23,0,77.7468,2,4,5,0.0
8.0,4.41,14,1,77.6785,2,7,6,7.03
0.27,0.79,14,0,77.0596,2,0,13,7.0
6.69,6.74,7,2,77.9525,1,6,6,9.06
3.43,7.89,8,1,77.2351,0,6,1,7.3
0.23,6.24,6,0,77.0673,0,2,1,9.96
5.78,4.7,15,1,77.7363,0,2,10,9.92
1.99,0.13,9,2,77.508,1,4,3,7.55
4.81,9.14,20,0,77.0701,0,5,2,2.68
7.74,8.19,11,1,77.3866,0,9,7,5.54
6.74,2.76,5,2,77.8587,0,7,16,2.56
4.13,2.48,21,2,77.5402,1,0,9,3.91
9.39,4.68,16,0,77.5826,1,1,13,7.22
0.1,8.35,19,1,77.6847,2,2,15,7.9
5.44,8.93,5,2,77.8418,1,7,5,2.3
8.23,7.82,13,2,77.8417,0,9,17,6.08
2.27,7.19,0,0,77.9348,0,9,10,3.27
4.12,2.43,17,2,77.0992,2,0,8,7.03
7.44,6.32,13,2,77.9381,2,2,19,9.68
4.71,0.12,19,2,77.1752,1,6,0,6.23
6.04,7.81,19,1,77.9212,0,10,6,5.36
8.41,4.62,13,1,77.328,0,1,4,7.51
8.03,2.45,1,1,77.4537,1,9,16,0.96
3.88,0.14,4,2,77.4439,1,9,7,2.73
7.93,2.57,22,2,77.0476,2,6,19,2.27
6.06,9.04,7,0,77.8524,1,6,8,3.56
4.59,7.95,13,0,77.393,1,9,17,6.2
0.57,1.06,21,2,77.0678,1,4,6,5.33
0.88,5.98,7,0,77.0238,0,6,14,9.06
1.79,0.81,3,1,77.8875,0,5,7,3.83
3.53,5.47,16,2,77.4602,2,9,20,10.0
1.63,2.82,15,0,77.8869,1,2,20,7.94
5.63,0.74,10,2,77.4845,0,5,11,5.45
1.47,9.66,8,0,77.1649,0,5,19,6.84
7.98,5.41,9,1,77.6097,0,3,6,7.25
4.12,0.42,6,0,77.6632,2,8,0,4.94
1.37,8.78,9,1,77.4147,0,0,9,7.85
3.0,4.86,18,0,77.2096,1,9,6,9.12
1.57,1.88,5,0,77.3357,2,9,3,2.66
2.47,2.79,3,0,77.7912,0,7,2,2.09
5.8,8.55,14,0,77.7033,2,1,17,5.39
8.22,4.93,1,1,77.0302,2,1,15,3.35
5.79,6.53,17,1,77.5826,1,1,7,9.92
2.45,1.39,5,1,77.3953,2,10,10,3.68
7.22,5.23,4,0,77.8325,2,1,11,3.36
3.86,0.87,22,0,77.765,2,9,12,2.42
4.94,3.59,12,2,77.9975,1,9,4,10.0
0.1,0.88,20,0,77.3739,2,3,11,4.13
6.6,3.36,21,0,77.7694,1,10,10,3.64
7.01,6.94,22,0,77.4953,1,8,10,3.18
7.51,1.14,21,1,77.5956,1,9,13,0.96
8.86,4.77,2,1,77.1713,2,0,20,3.02
9.98,7.91,17,0,77.8161,2,1,17,2.54
4.81,9.86,10,2,77.7477,1,10,3,6.91
2.87,8.08,5,0,77.0882,0,6,0,2.66
9.01,9.03,0,2,77.3237,2,5,11,2.16
1.23,5.27,9,1,77.4883,1,8,20,9.52
0.71,2.69,20,1,77.299,0,1,20,4.57
8.48,5.6,5,2,77.8173,2,0,15,4.85
3.67,3.66,10,2,77.8177,1,4,2,9.23
6.69,8.61,14,2,77.6428,0,5,5,5.78
6.69,5.5,12,1,77.163,0,1,6,8.95
0.26,9.94,7,1,77.902,0,3,20,7.91
1.02,6.05,10,2,77.7586,0,4,17,10.0
7.76,2.74,20,0,77.6209,1,4,5,0.43
9.74,6.41,0,1,77.1336,0,1,10,3.71
1.26,2.57,15,0,77.7445,2,5,4,7.86
4.28,1.8,17,2,77.8898,0,7,14,7.51
2.73,3.32,16,2,77.656,2,6,1,10.0
7.18,6.83,14,2,77.5249,0,0,10,8.94
6.36,7.66,12,2,77.5079,1,7,15,7.29
2.99,6.51,7,2,77.5115,0,1,11,10.0
1.2,0.2,9,2,77.3501,2,0,6,7.24
9.25,2.91,17,1,77.9899,1,3,14,4.23
0.55,6.55,13,2,77.6563,0,8,10,10.0
6.49,5.11,22,2,77.7256,1,7,17,4.91
0.99,0.32,3,1,77.6823,0,3,10,3.56
7.0,1.14,22,2,77.0519,2,7,2,2.31
7.93,5.51,1,1,77.2036,1,10,4,4.9
9.95,4.56,23,0,77.5113,0,4,3,1.8
9.21,1.63,7,2,77.8388,1,8,8,3.05
5.29,0.39,3,2,77.8056,0,10,16,3.1
8.5,9.58,13,2,77.9153,2,10,15,5.43
9.36,4.61,0,0,77.9966,1,9,1,2.65
5.81,8.8,21,1,77.6693,1,9,9,2.5
0.91,2.1,15,1,77.7771,0,7,6,8.76
3.47,7.13,4,2,77.4419,2,6,16,4.43
4.53,0.35,7,1,77.468,0,10,11,5.65
5.0,3.28,17,1,77.1454,0,3,19,9.99
9.2,4.25,15,1,77.9239,2,8,19,6.79
7.54,4.18,0,2,77.1456,2,10,16,4.54
9.29,8.13,7,2,77.315,2,0,18,3.39
8.36,4.49,15,0,77.8358,2,10,10,7.08
0.78,5.51,19,0,77.0618,0,6,7,9.93
3.26,2.77,3,0,77.7372,2,9,11,3.05
4.17,8.34,2,2,77.7509,2,4,11,3.1
7.16,4.34,14,0,77.1682,0,1,14,6.68
6.24,8.1,4,2,77.3153,1,6,12,3.01
5.08,4.23,3,0,77.5338,2,6,15,5.25
4.94,2.67,18,0,77.1724,0,7,6,5.1
5.02,1.79,10,2,77.4859,2,6,7,6.69
8.42,0.74,8,1,77.5653,2,3,2,3.81
8.92,4.01,14,0,77.4114,2,6,20,6.06
4.03,9.27,22,2,77.3265,0,10,17,4.07
2.2,0.91,13,0,77.911,2,4,16,6.64
7.29,0.25,9,1,77.7456,1,9,1,4.41
2.8,5.68,0,2,77.9443,0,5,11,6.59
4.03,4.06,0,2,77.1155,2,5,14,5.74
0.28,1.04,0,2,77.6232,2,8,17,4.57
2.98,7.99,17,1,77.8385,0,10,2,7.54
4.13,2.81,18,2,77.8934,0,6,11,6.19
9.65,4.51,10,1,77.3604,1,9,19,5.59
0.51,2.76,19,2,77.0132,0,10,12,7.28
2.82,1.34,13,2,77.5462,2,7,6,8.59
7.89,1.0,20,2,77.9809,1,9,16,2.42
6.79,5.72,15,2,77.0194,2,5,20,9.09
6.08,1.62,19,0,77.2813,0,9,4,4.62
2.64,8.85,20,1,77.5678,2,2,4,3.42
3.89,4.62,4,0,77.7841,0,3,20,4.91
5.89,7.95,17,0,77.2903,1,6,9,4.8
0.43,5.86,6,2,77.8001,1,7,17,10.0
8.35,6.75,1,0,77.9918,1,5,12,2.23
1.65,6.07,6,2,77.3439,2,8,4,10.0
4.01,2.92,12,1,77.9181,2,4,11,7.43
3.65,7.48,12,1,77.4756,1,4,11,7.91
4.54,1.09,22,0,77.1736,2,8,18,2.03
5.59,4.15,14,1,77.0607,1,8,15,10.0
4.74,5.71,23,2,77.4847,1,2,19,6.99
3.89,0.9,23,1,77.012,2,9,15,2.83
2.95,3.06,8,2,77.8079,1,6,7,9.56
0.41,8.42,23,1,77.7191,1,9,12,6.06
2.5,7.02,12,1,77.8794,2,5,19,8.2
8.55,2.51,23,0,77.5684,0,10,11,0.0
3.28,5.78,8,1,77.2834,1,8,14,9.46
3.62,0.25,10,0,77.539,2,0,16,6.0
5.45,4.37,8,1,77.4858,0,5,5,7.78
5.22,7.48,15,0,77.6941,0,10,8,6.82
2.6,1.77,1,1,77.0879,0,6,7,3.97
2.01,6.14,15,0,77.46,2,2,14,10.0
8.47,2.55,23,0,77.6766,1,0,17,0.0
1.46,4.49,23,2,77.5724,1,1,15,8.26
5.59,3.06,3,0,77.3152,2,1,20,4.93
6.82,6.93,0,1,77.572,2,10,8,5.43
6.65,8.23,16,1,77.0259,0,0,5,6.43
7.43,7.74,23,2,77.238,1,0,0,1.5
2.94,1.42,22,0,77.2549,0,1,5,2.53
1.8,2.77,18,2,77.4398,0,6,6,8.31
7.59,9.0,10,0,77.512,1,10,13,3.93
9.16,5.9,1,0,77.8849,1,1,15,2.12
6.03,0.25,23,0,77.8507,0,8,3,0.94
6.67,6.2,12,1,77.2643,0,10,16,8.74
0.78,7.94,12,0,77.39,1,1,15,7.71
5.26,5.06,20,2,77.0116,1,8,4,6.06
7.9,5.24,3,1,77.3003,0,4,20,4.74
6.52,4.04,0,0,77.7311,1,8,13,4.54
8.02,8.64,14,0,77.8223,1,9,1,4.07
4.57,2.52,20,0,77.5722,1,1,14,2.51
3.28,9.04,17,2,77.5177,0,4,15,7.93
4.06,6.67,7,1,77.8439,1,5,3,8.3
3.22,4.31,15,1,77.4739,0,7,2,10.0
0.24,4.1,22,0,77.8558,2,9,6,6.14
8.06,7.55,9,1,77.2224,1,7,2,3.88
8.04,7.56,10,2,77.4534,1,7,12,4.77
9.67,0.68,11,0,77.402,0,2,9,2.5
6.34,8.68,20,1,77.8774,2,8,19,2.71
8.97,1.56,2,0,77.4908,1,9,17,0.08
5.29,6.9,5,2,77.7167,1,2,12,6.7
4.83,9.91,8,2,77.5228,0,5,11,7.03
9.11,3.91,6,2,77.2838,2,5,8,7.34
1.02,6.07,22,2,77.5065,1,0,7,7.54
1.18,8.27,22,2,77.9351,0,8,0,4.73
1.59,0.63,16,2,77.0832,0,7,14,8.99
8.23,2.02,22,2,77.8093,1,3,13,0.86
4.54,6.88,6,2,77.5882,2,7,0,8.81
5.64,5.99,14,2,77.1042,2,3,3,9.15
8.89,1.38,15,2,77.4258,0,1,8,5.0
6.91,6.05,8,0,77.1481,0,0,6,6.96
6.44,5.16,9,1,77.2385,2,4,17,7.3
1.96,0.15,8,0,77.3612,1,6,18,5.81
8.99,7.79,12,0,77.8717,0,10,3,3.14
1.71,8.72,11,0,77.982,1,9,16,7.57
8.57,0.78,22,0,77.6703,2,9,6,0.1
3.38,7.52,20,0,77.7853,0,7,3,1.87
1.92,7.42,16,2,77.8227,0,4,8,9.7
9.13,4.32,23,0,77.902,1,10,10,3.39
9.47,8.09,16,2,77.6266,1,3,1,5.75
9.47,0.62,1,2,77.946,2,3,17,1.24
8.41,9.7,18,2,77.6548,2,7,14,3.87
1.21,2.6,16,2,77.831,1,4,9,9.09
3.66,5.37,15,0,77.6066,0,3,2,9.34
8.64,3.12,5,1,77.9518,2,8,18,2.86
4.32,1.62,4,0,77.5347,2,8,5,2.41
0.27,9.16,23,0,77.1557,1,8,9,4.33
0.24,2.78,11,2,77.3174,0,4,2,7.75
9.8,8.85,12,0,77.5176,1,5,20,2.82
3.58,6.17,21,1,77.9293,0,7,3,6.29
8.13,9.18,15,2,77.2187,2,9,15,6.74
2.11,6.23,16,0,77.0527,1,2,15,10.0
6.58,5.26,9,0,77.0772,1,9,5,7.05
5.97,8.14,23,0,77.8168,0,3,20,0.82
4.29,4.16,2,1,77.2124,0,5,17,5.47
7.54,1.08,22,0,77.0844,1,8,10,0.0
1.4,7.03,23,2,77.3203,1,9,10,6.24
3.81,9.74,14,0,77.1813,2,2,18,5.91
6.46,8.76,21,0,77.9496,0,3,11,1.6
6.88,9.12,19,0,77.6578,1,8,1,4.56
7.51,7.54,23,2,77.8035,0,6,20,2.24
7.73,5.16,2,1,77.358,1,9,12,3.58
5.17,0.5,5,1,77.0128,2,1,16,3.23
5.71,4.48,7,0,77.3158,1,8,9,7.0
8.18,0.6,7,0,77.7027,1,7,5,3.84
8.7,1.31,22,2,77.2755,0,7,13,1.8
3.8,2.2,21,2,77.1423,0,10,9,2.76
1.95,1.77,21,0,77.4879,1,3,9,2.85
4.14,1.06,5,2,77.5815,1,1,13,3.57
4.01,5.4,20,1,77.253,2,0,13,6.69
2.7,6.79,12,0,77.8818,1,2,6,10.0
3.89,2.44,23,0,77.602,2,3,1,2.3
9.0,7.09,17,2,77.5496,1,1,9,6.18
3.98,7.41,15,2,77.1057,1,8,5,7.65
5.97,7.56,16,0,77.9718,0,1,15,6.22
4.04,4.51,15,1,77.7407,2,2,1,9.14
2.34,2.15,4,1,77.0052,0,4,1,3.85
3.91,3.91,7,2,77.5894,0,10,1,10.0
5.87,6.14,0,0,77.6248,1,8,12,3.73
4.42,7.42,6,2,77.0279,1,8,17,7.45
3.15,3.33,19,0,77.298,1,2,16,8.35
7.48,8.47,1,0,77.9769,2,3,0,0.99
0.79,5.93,4,1,77.1858,2,9,15,8.33
6.83,2.17,9,1,77.9758,1,2,7,4.7
9.41,5.64,1,2,77.5469,2,6,5,3.44
7.65,5.94,16,2,77.6785,1,2,15,8.0
2.89,9.18,2,2,77.1024,2,1,17,5.06
8.38,4.41,20,1,77.8089,0,6,20,3.88
6.53,7.53,12,1,77.1415,1,1,19,6.8
2.39,2.01,9,0,77.9509,2,2,11,5.36
7.83,9.37,14,0,77.9814,0,7,12,3.77
8.29,8.04,7,0,77.8882,0,0,4,4.2
7.67,4.24,13,0,77.5974,1,8,16,7.31
2.41,1.94,15,2,77.896,1,1,19,9.22
3.61,7.73,20,0,77.3393,1,6,1,3.46
0.64,1.49,21,2,77.5648,0,9,13,5.02
6.95,0.2,0,2,77.2812,1,1,8,2.53
9.67,6.69,22,0,77.4863,2,3,1,2.42
5.54,6.77,21,0,77.8752,0,10,6,4.25
7.85,1.29,18,0,77.0464,2,8,11,2.32
4.63,7.5,16,0,77.2017,2,7,3,6.33
2.54,6.68,11,2,77.2665,0,1,5,9.8
1.49,4.74,7,2,77.6261,2,8,6,10.0
9.66,7.33,12,2,77.7057,0,8,10,4.87
5.69,1.86,4,0,77.495,1,8,0,1.1
6.23,0.73,15,1,77.751,2,3,2,6.67
5.47,3.07,7,2,77.3962,2,8,9,8.44
5.79,9.49,5,1,77.7739,0,6,16,2.59
9.97,3.32,2,1,77.6712,1,2,4,2.25
